organization_name,address,phone_number,revenue,id,notes,created_date,city,state,country,zip
Vinder,41337 Butternut Terrace,983-221-4405,Peso,508,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1681468869,Panalingaan,,Philippines,9610
Yakijo,537 Sunnyside Drive,153-537-5445,Bolivar,509,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1684582857,Rubio,,Venezuela,
Jabbersphere,13468 Dorton Road,212-607-3506,Yuan Renminbi,510,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1675508371,Labrang,,China,
Pixoboo,1045 Hermina Street,981-922-1075,Baht,511,In congue. Etiam justo. Etiam pretium iaculis justo.,1696747081,Nong Bua Lamphu,,Thailand,96130
Oyondu,61478 Summer Ridge Terrace,249-111-8785,Koruna,512,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",1687193477,Francova Lhota,,Czech Republic,756 14
Buzzshare,36 Marquette Park,246-718-4187,Rupiah,513,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1685460679,Ketapang,,Indonesia,
Dabfeed,29799 Schmedeman Hill,792-583-8597,Yuan Renminbi,514,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1670328338,Wenshao,,China,
Thoughtstorm,04199 Express Circle,511-892-0814,Krona,515,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",1690184205,Götene,Västra Götaland,Sweden,533 30
Youbridge,53 Northland Road,114-901-0555,Ruble,516,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1684950544,Mikhaylovsk,,Russia,623082
Vinder,117 Buhler Way,459-324-4124,Euro,517,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1693214531,Dzaoudzi,,Mayotte,97615
Katz,227 Knutson Avenue,447-654-6287,Real,518,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1687813401,Mairiporã,,Brazil,07600-000
Riffpedia,7080 Fisk Court,674-318-8446,Peso,519,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1697821428,Linoan,,Philippines,8106
Oyoloo,55 Esker Crossing,743-311-8660,Dirham,520,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1695729582,Adassil,,Morocco,
Snaptags,5725 Linden Terrace,937-458-7060,Ruble,521,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",1671510825,Osinniki,,Russia,652809
Yakidoo,51604 Pankratz Hill,919-878-6636,Dollar,522,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1692417262,Old Harbour Bay,,Jamaica,
Muxo,319 Dayton Road,896-384-4064,Zloty,523,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1668633286,Sypniewo,,Poland,06-216
Snaptags,412 Parkside Park,979-188-8201,Real,524,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1675411280,Monte Azul Paulista,,Brazil,14730-000
Livetube,5 Eliot Avenue,657-179-4335,Krona,525,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",1672210778,Arboga,Västmanland,Sweden,732 96
Aivee,347 Donald Point,996-888-2073,Kuna,526,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1682217017,Gorjani,,Croatia,31422
Fivechat,4 Redwing Circle,471-483-5811,Real,527,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1675318666,Arroio Grande,,Brazil,96330-000
Voomm,9220 Michigan Junction,141-165-6607,Naira,528,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1688493746,Iwo,,Nigeria,
Plambee,697 Raven Point,584-265-5925,Rupiah,529,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1695271350,Sumberngerjat,,Indonesia,
Meevee,55575 Glendale Lane,988-761-4937,Dirham,530,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1697378810,Khemisset,,Morocco,
Yodel,198 Golf Crossing,160-898-4250,Rand,531,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1670112726,Botshabelo,,South Africa,9789
Npath,3 Westport Point,765-433-0174,Peso,532,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1681760454,Ginatilan,,Philippines,6028
Roomm,57 Gina Terrace,865-179-0013,Real,533,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1678041010,Olímpia,,Brazil,15400-000
Kwilith,05 Pierstorff Street,977-873-9293,Rupee,534,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1684651710,Shāhpur,,Pakistan,47261
Rhycero,699 Brickson Park Hill,779-577-6281,Peso,535,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1681074695,Gubat,,Philippines,4710
Topicblab,2139 Moose Place,684-687-5282,Ringgit,536,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1678977573,Sandakan,Sabah,Malaysia,90705
Tambee,293 Arizona Place,185-877-1442,Franc,537,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",1696420896,Kandi,,Benin,
Trilith,14311 Golden Leaf Court,635-753-6859,Won,538,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1687153164,Yŏng-dong,,South Korea,
Flashpoint,52 Utah Lane,759-641-5985,Rupee,539,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",1688062142,Bhadrapur,,Nepal,
Tagtune,2574 Shoshone Pass,490-318-1538,Yuan Renminbi,540,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",1695425472,Jieshui,,China,
Voonder,474 Eastlawn Lane,107-300-4203,Yuan Renminbi,541,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1671480089,Baiyang,,China,
Bubbletube,71068 Hoffman Junction,808-765-4391,Zloty,542,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1671355685,Skomlin,,Poland,98-346
Agimba,320 Di Loreto Crossing,291-839-1935,Ruble,543,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1691522164,Krylovskaya,,Russia,353769
Gigazoom,41908 Sycamore Circle,430-282-5905,Peso,544,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1693175818,Batarasa,,Philippines,5306
Gevee,3 Nancy Center,762-117-7559,Real,545,Fusce consequat. Nulla nisl. Nunc nisl.,1694941549,São Jerônimo,,Brazil,96700-000
Yamia,98 Toban Park,967-179-6312,Peso,546,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1674738576,Dagua,,Colombia,760529
Flashset,44681 Brown Alley,387-589-3500,Yuan Renminbi,547,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1691064529,Ya’ergenchu,,China,
Flashpoint,7057 Truax Avenue,769-712-1035,Yen,548,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1679569648,Shiozawa,,Japan,989-0842
Dabjam,84 Elgar Center,966-797-7480,Peso,549,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1675375974,Jimaguayú,,Cuba,
Skiptube,36 Russell Center,894-285-5864,Rupiah,550,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",1688752037,Nggelok,,Indonesia,
Edgepulse,646 Upham Lane,462-292-9998,Peso,551,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1680693562,Iba,,Philippines,2201
Jabbertype,315 Farwell Road,285-804-1194,Rial,552,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1685170885,As Sulayyil,,Saudi Arabia,
Kare,230 Hovde Street,571-644-7661,Yuan Renminbi,553,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",1690283621,Xiaji,,China,
Mudo,88 Di Loreto Drive,498-486-4501,Yuan Renminbi,554,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1676257080,Huangli,,China,
Kamba,7 Linden Alley,682-325-6604,Dollar,555,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1675573782,Arlington,Texas,United States,76011
Skinte,1125 Twin Pines Alley,769-948-8268,Ruble,556,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",1690676724,Sosnovoborsk,,Russia,442591
Dabjam,78698 Amoth Alley,862-428-2970,Real,557,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1688723901,Três Passos,,Brazil,98600-000
Kimia,65 Elgar Street,850-665-0397,Rupiah,558,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1677665740,Bondokodi,,Indonesia,
Zoombox,82701 Memorial Plaza,171-713-8935,Yuan Renminbi,559,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",1693162953,Yongdeng Chengguanzhen,,China,
Dynabox,0455 Sheridan Lane,208-467-6863,Real,560,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1684294233,Mauá,,Brazil,09300-000
Youopia,8 Erie Road,881-840-2271,Rupiah,561,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",1682151850,Rantaupanjangkiri,,Indonesia,
Zooveo,4258 Hooker Avenue,900-818-5845,Peso,562,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1684649627,El Zapote,Guanajuato,Mexico,38800
Twimbo,0 Declaration Drive,916-702-7884,Shekel,563,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1684342848,Arţās,,Palestinian Territory,
